cf_id,contact_id,category_id,subcategory_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date
3055,2155,cat4,subcat4,Gordon PLC,Virtual reciprocal policy,45600,165375,successful,5512,US,USD,8/29/2021,10/30/2021
270,5642,cat4,subcat4,Lee and Sons,Persevering interactive emulation,4900,6031,successful,86,US,USD,5/15/2020,3/10/2021
1219,4222,cat4,subcat4,Acosta PLC,Extended eco-centric function,61600,143910,successful,2768,AU,AUD,5/8/2021,9/24/2021
407,3349,cat4,subcat4,"Horton, Morrison and Clark",Networked radical neural-net,51100,155349,successful,1894,US,USD,6/18/2021,10/25/2021
2440,3647,cat4,subcat4,Thomas and Sons,Re-engineered heuristic forecast,7800,10704,successful,282,CA,CAD,11/4/2020,7/15/2021
2476,5745,cat4,subcat4,Morgan-Jenkins,Fully-configurable background algorithm,2400,773,failed,15,US,USD,9/13/2021,12/3/2021
2743,2090,cat4,subcat4,Ramos-Mitchell,Persevering system-worthy info-mediaries,700,7465,successful,83,US,USD,12/14/2020,4/24/2021
3113,1816,cat4,subcat4,Smith-Jenkins,Vision-oriented methodical application,8000,13656,successful,546,US,USD,10/2/2020,7/25/2021
962,1677,cat4,subcat4,Drake PLC,Profound object-oriented paradigm,164500,150552,failed,2062,US,USD,2/25/2020,4/6/2021
1238,2830,cat4,subcat4,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900,6357,successful,254,US,USD,8/19/2020,1/25/2021
164,4400,cat4,subcat4,Obrien-Aguirre,Devolved uniform complexity,112100,19557,canceled,184,US,USD,2/15/2021,11/12/2021
2062,2062,cat4,subcat4,"Smith, Love and Smith",Grass-roots mission-critical capability,800,13474,successful,337,CA,CAD,3/11/2021,8/18/2021
939,1906,cat4,subcat4,Ross Group,Organized executive solution,6500,1065,canceled,32,IT,EUR,2/2/2021,3/26/2021
390,5479,cat4,subcat4,Turner-Davis,Automated local emulation,600,8038,successful,183,US,USD,2/17/2021,6/9/2021
2851,4320,cat4,subcat4,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900,68769,failed,1910,CH,CHF,2/7/2021,10/24/2021
1607,4213,cat4,subcat4,Smith-Hess,Grass-roots real-time Local Area Network,6100,3352,failed,38,AU,AUD,4/28/2020,3/10/2021
3201,3373,cat4,subcat4,"Brown, Herring and Bass",Organized client-driven capacity,7200,6785,failed,104,AU,AUD,11/26/2020,3/11/2021
1748,4171,cat4,subcat4,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100,24234,failed,245,US,USD,6/7/2020,5/24/2021
3114,6010,cat4,subcat4,Townsend Ltd,Grass-roots actuating policy,2800,8014,successful,85,US,USD,1/27/2021,5/15/2021
2547,4617,cat4,subcat4,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500,514,failed,7,US,USD,8/12/2021,11/18/2021
1143,4770,cat4,subcat4,Davis Ltd,Grass-roots optimizing projection,118200,87560,failed,803,US,USD,7/17/2021,11/18/2021
2219,4394,cat4,subcat4,Flores PLC,Focused real-time help-desk,6300,12812,successful,121,US,USD,12/9/2020,5/9/2021
854,1794,cat4,subcat4,Martinez LLC,Robust impactful approach,59100,183345,successful,3742,US,USD,12/31/2020,2/6/2022
326,2215,cat4,subcat4,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500,3220,failed,31,US,USD,7/10/2021,8/3/2021
1359,3723,cat4,subcat4,Summers PLC,Cross-group coherent hierarchy,6600,1269,failed,30,US,USD,7/31/2020,3/22/2021
1373,2951,cat4,subcat4,Hebert Group,Visionary asymmetric Graphical User Interface,117900,196377,successful,5168,US,USD,3/18/2021,3/22/2021
2500,2297,cat4,subcat4,"Harris, Hall and Harris",Inverse analyzing matrices,7100,11648,successful,307,US,USD,4/18/2021,8/28/2021
921,6161,cat4,subcat4,Saunders Group,Programmable systemic implementation,6500,5897,failed,73,US,USD,5/31/2020,1/31/2021
2413,5818,cat4,subcat4,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600,1002,failed,33,US,USD,4/10/2020,4/15/2021
1174,2010,cat4,subcat4,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600,11900,successful,253,US,USD,10/28/2020,5/2/2021
34,5852,cat4,subcat4,Hayden Ltd,Innovative didactic analyzer,94500,116064,successful,1095,US,USD,6/17/2020,7/8/2021
217,4618,cat4,subcat4,Gonzalez-Burton,Decentralized intangible encoding,69800,125042,successful,1690,US,USD,12/20/2020,4/27/2021
1693,2618,cat4,subcat4,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300,108974,canceled,1297,CA,CAD,2/7/2021,2/10/2022
2847,2080,cat4,subcat4,Gibson-Hernandez,Visionary foreground middleware,47900,31864,failed,328,US,USD,2/17/2021,6/9/2021
3104,2793,cat4,subcat4,Spencer-Weber,Optional zero-defect task-force,9000,4853,failed,147,US,USD,12/5/2020,7/13/2021
2834,3186,cat4,subcat4,Navarro and Sons,Multi-layered bottom-line frame,180800,95958,failed,923,US,USD,5/27/2021,6/1/2021
2514,3460,cat4,subcat4,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800,977,failed,33,CA,CAD,4/25/2021,7/5/2021
702,4345,cat4,subcat4,Mills-Roy,Profit-focused multi-tasking access,33600,137961,successful,1703,US,USD,7/25/2020,4/16/2021
2926,4524,cat4,subcat4,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300,3431,failed,40,IT,EUR,10/12/2021,1/18/2022
385,3564,cat4,subcat4,Larsen-Chung,Right-sized zero tolerance migration,59700,135132,successful,2875,GB,GBP,12/28/2020,12/26/2021
3007,2396,cat4,subcat4,Anderson and Sons,Quality-focused reciprocal structure,5500,9546,successful,88,US,USD,3/7/2021,5/28/2021
53,5444,cat4,subcat4,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600,11735,successful,112,AU,AUD,7/24/2021,9/11/2021
2944,2216,cat4,subcat4,"Williams, Perez and Villegas",Robust directional system engine,1800,10658,successful,101,US,USD,1/25/2021,7/21/2021
2963,1241,cat4,subcat4,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900,1870,failed,75,US,USD,5/12/2021,1/18/2022
2777,4333,cat4,subcat4,Skinner PLC,Intuitive well-modulated middleware,112300,178965,successful,5966,US,USD,7/1/2021,8/19/2021
3064,5657,cat4,subcat4,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200,128410,failed,2176,US,USD,10/19/2021,10/24/2021
763,5967,cat4,subcat4,Brown-Parker,Down-sized coherent toolset,22500,164291,successful,2106,US,USD,1/23/2021,6/25/2021
2338,6105,cat4,subcat4,"Klein, Stark and Livingston",Phased methodical initiative,49700,5098,failed,127,US,USD,1/17/2021,12/9/2021
1779,1891,cat4,subcat4,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200,2912,failed,44,GB,GBP,7/18/2020,1/31/2021
2291,1281,cat4,subcat4,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500,4008,successful,84,US,USD,12/26/2020,4/4/2021
3192,4186,cat4,subcat4,"Michael, Anderson and Vincent",Cross-group global moratorium,5300,9749,successful,155,US,USD,12/8/2020,9/5/2021
1625,2177,cat4,subcat4,Gardner Group,Progressive 5thgeneration customer loyalty,135500,103554,failed,1068,US,USD,6/20/2021,11/12/2021
834,4701,cat4,subcat4,Knox-Garner,Automated systemic hierarchy,83000,101352,successful,1152,US,USD,1/19/2021,8/26/2021
1670,1304,cat4,subcat4,Taylor PLC,Enhanced incremental budgetary management,7100,9238,successful,220,US,USD,5/21/2020,2/20/2021
109,1394,cat4,subcat4,Smith-Schmidt,Inverse radical hierarchy,900,13772,successful,299,US,USD,2/5/2021,8/8/2021
1285,5512,cat4,subcat4,Leonard-Mcclain,Virtual foreground throughput,195800,168820,failed,3015,CA,CAD,4/16/2021,8/22/2021
500,2453,cat4,subcat4,Bailey-Boyer,Visionary exuding Internet solution,48900,154321,successful,2237,US,USD,4/7/2021,12/19/2021
2835,6055,cat4,subcat4,Lee LLC,Synchronized secondary analyzer,29600,26527,failed,435,US,USD,3/26/2021,8/24/2021
2445,3707,cat4,subcat4,Herrera-Wilson,Organized bandwidth-monitored core,3400,12100,successful,484,DK,DKK,5/3/2021,8/29/2021
254,4257,cat4,subcat4,"Beck, Thompson and Martinez",Down-sized maximized function,7800,8161,successful,82,US,USD,3/21/2021,6/6/2021
1339,2779,cat4,subcat4,Anderson-Pham,Intuitive needs-based monitoring,113500,12552,failed,418,US,USD,2/1/2021,10/8/2021
2035,6229,cat4,subcat4,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700,943,failed,15,US,USD,5/9/2021,6/26/2021
691,4734,cat4,subcat4,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000,6423,successful,94,US,USD,8/8/2021,9/1/2021
206,1441,cat4,subcat4,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700,11075,successful,205,US,USD,9/27/2020,3/15/2021
1026,3224,cat4,subcat4,Edwards-Kane,Virtual leadingedge framework,1800,10313,successful,219,US,USD,11/8/2020,11/13/2021
2523,3181,cat4,subcat4,"Hicks, Wall and Webb",Managed discrete framework,174500,197018,successful,2526,US,USD,4/8/2020,4/15/2021
539,6081,cat4,subcat4,Cochran Ltd,Re-engineered attitude-oriented frame,8100,5487,failed,84,US,USD,4/17/2021,11/3/2021
687,2159,cat4,subcat4,Rosales LLC,Compatible multimedia utilization,5100,9817,successful,94,US,USD,11/7/2020,9/6/2021
2302,3324,cat4,subcat4,Harper-Bryan,Re-contextualized dedicated hardware,7700,6369,failed,91,US,USD,4/9/2020,3/11/2021
3123,5874,cat4,subcat4,Floyd-Sims,Cloned transitional hierarchy,5400,903,canceled,10,CA,CAD,7/4/2020,2/11/2021
2576,5110,cat4,subcat4,"Spence, Jackson and Kelly",Advanced discrete leverage,152400,178120,successful,1713,IT,EUR,8/26/2020,8/19/2021
290,4398,cat4,subcat4,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300,14827,successful,247,US,USD,3/29/2021,1/21/2022
3203,2892,cat4,subcat4,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400,10731,successful,143,IT,EUR,3/17/2021,8/26/2021
2113,2777,cat4,subcat4,Clark-Bowman,Stand-alone user-facing service-desk,9300,3232,canceled,90,US,USD,11/15/2020,2/14/2021
348,5144,cat4,subcat4,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100,10739,successful,170,US,USD,9/11/2020,3/12/2021
3157,5661,cat4,subcat4,"Villanueva, Wright and Richardson",Profit-focused global product,116500,137904,successful,3727,US,USD,10/14/2020,10/6/2021
1729,3710,cat4,subcat4,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000,1332,failed,46,US,USD,5/20/2021,10/3/2021
2964,4925,cat4,subcat4,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800,118706,successful,2120,US,USD,1/16/2021,8/8/2021
790,5264,cat4,subcat4,"Rich, Alvarez and King",Business-focused static ability,2400,4119,successful,50,US,USD,2/26/2021,8/10/2021
2279,6205,cat4,subcat4,Gomez LLC,Pre-emptive mission-critical hardware,71200,95020,successful,2436,US,USD,9/21/2020,2/26/2021
2776,1487,cat4,subcat4,Hughes Inc,Streamlined neutral analyzer,4000,1620,failed,16,US,USD,1/17/2021,1/30/2021
84,3779,cat4,subcat4,Mcclure LLC,Sharable discrete budgetary management,196600,159931,failed,1538,US,USD,6/12/2021,12/2/2021
2790,4129,cat4,subcat4,Rice-Parker,Down-sized actuating infrastructure,91400,48236,failed,554,US,USD,6/3/2020,5/15/2021
2981,2069,cat4,subcat4,Richards-Davis,Quality-focused mission-critical structure,90600,27844,failed,648,GB,GBP,6/17/2020,5/22/2021
3172,3903,cat4,subcat4,Smith-Wallace,Monitored 24/7 time-frame,110300,197024,successful,2346,US,USD,2/13/2021,9/15/2021
32,4083,cat4,subcat4,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300,11663,successful,115,US,USD,1/13/2021,8/26/2021
2758,5690,cat4,subcat4,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200,13264,successful,195,DK,DKK,10/30/2020,11/15/2021
1823,3697,cat4,subcat4,Valdez Ltd,Team-oriented clear-thinking matrix,100,0,failed,0,US,USD,6/17/2020,6/26/2021
277,3666,cat4,subcat4,"Robles, Bell and Gonzalez",Customizable background monitoring,18000,166874,successful,2528,US,USD,8/10/2021,8/16/2021
2582,1834,cat4,subcat4,Roberts Group,Up-sized radical pricing structure,172700,193820,successful,3657,US,USD,1/6/2021,1/4/2022
595,5853,cat4,subcat4,White LLC,Robust zero-defect project,168500,119510,failed,1258,US,USD,1/1/2021,1/22/2022
2551,4148,cat4,subcat4,Smith-Mullins,User-centric intangible neural-net,147800,35498,failed,362,US,USD,12/22/2020,12/21/2021
2973,5707,cat4,subcat4,Cox LLC,Phased 24hour flexibility,8600,4797,failed,133,CA,CAD,10/27/2020,6/27/2021
944,1652,cat4,subcat4,"Frederick, Jenkins and Collins",Organic radical collaboration,800,3406,successful,32,US,USD,8/13/2020,5/22/2021
353,3733,cat4,subcat4,Johnson-Contreras,Diverse scalable superstructure,96700,81136,failed,1979,US,USD,6/15/2020,5/29/2021
930,3909,cat4,subcat4,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300,12944,successful,147,US,USD,9/20/2021,9/27/2021
911,2960,cat4,subcat4,Cordova-Torres,Pre-emptive grid-enabled contingency,1600,8046,successful,126,CA,CAD,1/25/2021,2/5/2021
1085,3481,cat4,subcat4,Garrison LLC,Profit-focused 24/7 data-warehouse,2600,12533,successful,202,IT,EUR,1/28/2021,1/2/2022
1265,4838,cat4,subcat4,Deleon and Sons,Organized value-added access,184800,164109,failed,2690,US,USD,1/11/2021,12/28/2021
2648,3469,cat4,subcat4,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200,6870,successful,88,US,USD,12/17/2020,8/9/2021
1944,1792,cat4,subcat4,York-Pitts,Monitored discrete toolset,66100,179074,successful,2985,US,USD,10/19/2021,2/23/2022
2446,4491,cat4,subcat4,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000,8866,failed,92,US,USD,12/4/2020,5/27/2021
2987,2577,cat4,subcat4,Ho Ltd,Enhanced client-driven capacity,5800,7966,successful,126,US,USD,8/3/2020,3/30/2021
417,3216,cat4,subcat4,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300,106321,successful,1022,US,USD,9/19/2020,5/22/2021
1427,3867,cat4,subcat4,Fowler-Smith,Down-sized logistical adapter,3000,11091,successful,198,CH,CHF,3/3/2021,11/19/2021
1714,5260,cat4,subcat4,Hernandez-Macdonald,Organic high-level implementation,168700,141393,failed,1790,US,USD,4/27/2020,5/18/2021
1354,2350,cat4,subcat4,Joseph LLC,Decentralized logistical collaboration,94900,194166,successful,3596,US,USD,1/20/2021,5/11/2021
752,3934,cat4,subcat4,Hardin-Foley,Synergized zero tolerance help-desk,72400,134688,successful,5180,US,USD,6/21/2020,5/21/2021
1172,3123,cat4,subcat4,Fuentes LLC,Universal zero-defect concept,83300,52421,failed,558,US,USD,4/9/2021,11/29/2021
2579,3870,cat4,subcat4,Moran and Sons,Object-based bottom-line superstructure,9700,6298,failed,64,US,USD,5/10/2021,6/30/2021
2239,2326,cat4,subcat4,Perez PLC,Seamless 6thgeneration extranet,43800,149578,successful,3116,US,USD,6/28/2020,6/5/2021
251,4747,cat4,subcat4,Weber Inc,Up-sized discrete firmware,157600,124517,failed,1368,GB,GBP,1/13/2021,11/2/2021
2447,1952,cat4,subcat4,Brown Inc,Object-based bandwidth-monitored concept,156800,20243,failed,253,US,USD,9/19/2021,12/4/2021
367,5529,cat4,subcat4,Mcbride PLC,Upgradable leadingedge Local Area Network,157300,11167,failed,157,US,USD,10/18/2020,2/25/2021
1803,1316,cat4,subcat4,Harris-Jennings,Customizable intermediate data-warehouse,70300,146595,successful,1629,US,USD,5/1/2021,9/16/2021
2603,4909,cat4,subcat4,"Todd, Freeman and Henry",Diverse systematic projection,73800,148779,successful,2188,US,USD,10/17/2020,6/1/2021
3139,5497,cat4,subcat4,Brown Ltd,Quality-focused system-worthy support,71100,91176,successful,1140,US,USD,11/8/2020,5/21/2021
480,5711,cat4,subcat4,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300,6342,successful,102,US,USD,2/16/2021,11/4/2021
1205,4076,cat4,subcat4,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700,151438,successful,2857,US,USD,3/27/2021,10/1/2021
1875,3069,cat4,subcat4,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800,179356,successful,6406,US,USD,9/30/2021,2/1/2022
3040,2601,cat4,subcat4,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200,1136,canceled,15,US,USD,3/5/2021,7/2/2021
114,3164,cat4,subcat4,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100,1914,successful,26,CA,CAD,8/21/2020,8/3/2021
260,3897,cat4,subcat4,Barnett and Sons,Business-focused dynamic info-mediaries,26500,41205,successful,723,US,USD,4/6/2021,12/17/2021
1810,5663,cat4,subcat4,Petersen-Rodriguez,Digitized clear-thinking installation,8500,14488,successful,170,IT,EUR,6/28/2021,11/20/2021
1148,5900,cat4,subcat4,King LLC,Multi-channeled local intranet,1400,3496,successful,55,US,USD,1/18/2021,12/31/2021
1586,5436,cat4,subcat4,Case LLC,Ameliorated foreground methodology,195900,55757,failed,648,US,USD,2/28/2020,3/1/2021
1687,4676,cat4,subcat4,"Dean, Fox and Phillips",Extended context-sensitive forecast,25600,158669,successful,2144,US,USD,12/3/2021,12/31/2021
2240,4349,cat4,subcat4,"Smith, Scott and Rodriguez",Organic actuating protocol,94300,150806,successful,2693,GB,GBP,4/24/2020,2/24/2021
331,2552,cat4,subcat4,Martinez Inc,Organic upward-trending Graphical User Interface,7500,5803,failed,62,US,USD,7/5/2020,6/8/2021
1330,4847,cat4,subcat4,"Tucker, Mccoy and Marquez",Synergistic tertiary budgetary management,6400,13205,successful,189,US,USD,11/3/2020,6/3/2021
2940,1908,cat4,subcat4,"Jackson, Martinez and Ray",Multi-tiered executive toolset,85900,55476,failed,750,US,USD,4/5/2021,1/19/2022
2047,5801,cat4,subcat4,Patterson-Johnson,Grass-roots directional workforce,9500,5973,canceled,87,US,USD,8/30/2021,12/1/2021
536,1935,cat4,subcat4,Carlson-Hernandez,Quality-focused real-time solution,59200,183756,successful,3063,US,USD,8/21/2021,1/26/2022
238,2609,cat4,subcat4,Parker PLC,Reduced interactive matrix,72100,30902,live,278,US,USD,1/5/2021,7/21/2021
546,6179,cat4,subcat4,Williams-Ramirez,Open-architected 24/7 throughput,8500,6750,failed,65,US,USD,1/14/2021,11/4/2021
221,2917,cat4,subcat4,Weaver Ltd,Monitored 24/7 approach,81600,9318,failed,94,US,USD,4/12/2020,1/14/2021
2938,3735,cat4,subcat4,"Richardson, Woodward and Hansen",Pre-emptive context-sensitive support,119800,19769,failed,257,US,USD,11/8/2020,7/24/2021
785,3838,cat4,subcat4,"Hunt, Barker and Baker",Business-focused leadingedge instruction set,9400,11277,successful,194,CH,CHF,5/8/2021,9/15/2021
876,2480,cat4,subcat4,Harris Inc,Future-proofed modular groupware,14900,32986,successful,375,US,USD,6/5/2020,4/22/2021
932,3431,cat4,subcat4,Peters-Nelson,Distributed real-time algorithm,169400,81984,failed,2928,CA,CAD,3/15/2021,10/1/2021
2415,5188,cat4,subcat4,Yang and Sons,Reactive 6thgeneration hub,121700,59003,failed,602,CH,CHF,4/29/2021,11/21/2021
117,1631,cat4,subcat4,Jensen-Brown,Fundamental disintermediate matrix,9100,7438,failed,77,US,USD,4/1/2021,4/11/2021
1244,4568,cat4,subcat4,Murphy-Farrell,Implemented exuding software,9100,8906,failed,131,US,USD,1/23/2021,4/17/2021
564,1830,cat4,subcat4,Everett-Wolfe,Total optimizing software,10000,7724,failed,87,US,USD,12/9/2020,6/14/2021
1255,3713,cat4,subcat4,"York, Barr and Grant",Cloned bottom-line success,3100,1985,canceled,25,US,USD,12/21/2020,2/24/2021
578,5141,cat4,subcat4,Brown and Sons,Programmable leadingedge budgetary management,27500,5593,failed,76,US,USD,6/8/2021,1/3/2022
418,3522,cat4,subcat4,"Payne, Garrett and Thomas",Upgradable bi-directional concept,48800,175020,successful,1621,IT,EUR,12/21/2020,12/15/2021
1918,4721,cat4,subcat4,Robinson-Kelly,Monitored bi-directional standardization,97600,119127,successful,1073,US,USD,8/29/2020,6/14/2021
2837,3768,cat4,subcat4,Kelly-Colon,Stand-alone grid-enabled leverage,197900,110689,failed,4428,AU,AUD,9/18/2021,11/30/2021
426,1495,cat4,subcat4,Kelly PLC,Decentralized context-sensitive superstructure,184100,159037,failed,1657,US,USD,3/11/2021,7/5/2021
2206,2462,cat4,subcat4,Nguyen and Sons,Compatible 5thgeneration concept,5400,8109,successful,103,US,USD,9/13/2020,2/12/2021
2032,2280,cat4,subcat4,Jones PLC,Virtual systemic intranet,2300,8244,successful,147,US,USD,1/30/2021,4/9/2021
865,6108,cat4,subcat4,Lee-Cobb,Customizable homogeneous firmware,140000,94501,failed,926,CA,CAD,4/14/2021,1/7/2022
31,2881,cat4,subcat4,"Martin, Gates and Holt",Distributed holistic neural-net,1500,13980,successful,269,US,USD,1/11/2021,4/21/2021
1494,3801,cat4,subcat4,Bradford-Silva,Reverse-engineered composite hierarchy,180400,115396,failed,1748,US,USD,10/9/2020,6/26/2021
2570,4474,cat4,subcat4,Mora-Bradley,Programmable tangible ability,9100,7656,failed,79,US,USD,1/9/2021,8/1/2021
314,5796,cat4,subcat4,"Lopez, Reid and Johnson",Total real-time hardware,164100,96888,failed,889,US,USD,3/22/2021,9/20/2021
1769,5201,cat4,subcat4,Mcclain LLC,Open-source multi-tasking methodology,52000,91014,successful,820,US,USD,1/17/2021,9/9/2021
1651,5946,cat4,subcat4,Ortega LLC,Secured bifurcated intranet,1700,12020,successful,137,CH,CHF,4/12/2021,9/7/2021
452,4508,cat4,subcat4,"Silva, Walker and Martin",Grass-roots 4thgeneration product,9800,13954,successful,186,IT,EUR,1/15/2022,1/20/2022
1808,5096,cat4,subcat4,"Huynh, Gallegos and Mills",Reduced next generation info-mediaries,4300,6358,successful,125,US,USD,4/14/2021,10/8/2021
2288,5443,cat4,subcat4,Anderson LLC,Customizable full-range artificial intelligence,6200,1260,failed,14,IT,EUR,5/20/2020,6/23/2021
1855,2165,cat4,subcat4,Garza-Bryant,Programmable leadingedge contingency,800,14725,successful,202,US,USD,7/16/2021,11/19/2021
2852,2190,cat4,subcat4,"Tapia, Kramer and Hicks",Advanced modular moderator,2000,10353,successful,157,US,USD,4/29/2021,8/15/2021
2529,6191,cat4,subcat4,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,8700,3227,canceled,38,DK,DKK,4/14/2021,7/10/2021
2280,2003,cat4,subcat4,Beck-Knight,Exclusive fresh-thinking model,4900,13250,successful,144,AU,AUD,11/16/2020,9/14/2021
3150,5881,cat4,subcat4,Mccoy Ltd,Business-focused encompassing intranet,8400,11261,successful,121,GB,GBP,10/22/2020,10/11/2021
3081,2157,cat4,subcat4,Johns-Thomas,Realigned web-enabled functionalities,54300,48227,canceled,524,US,USD,11/25/2020,4/7/2021
2560,2444,cat4,subcat4,Stewart Inc,Versatile mission-critical knowledgebase,4200,735,failed,10,US,USD,1/24/2021,4/13/2021
2764,5995,cat4,subcat4,Stone PLC,Exclusive 5thgeneration leverage,4200,13404,successful,536,US,USD,7/13/2021,9/17/2021
2762,6028,cat4,subcat4,Garcia Group,Extended zero administration software,74700,1557,failed,15,US,USD,3/23/2021,6/16/2021
220,4033,cat4,subcat4,"Nelson, Smith and Graham",Phased system-worthy conglomeration,5300,1592,failed,16,US,USD,1/15/2020,2/3/2021
285,1261,cat4,subcat4,Garcia Ltd,Balanced mobile alliance,1200,14150,successful,130,US,USD,7/12/2020,7/10/2021
2244,2122,cat4,subcat4,Clark-Conrad,Exclusive bandwidth-monitored orchestration,3900,504,failed,17,US,USD,7/27/2021,9/17/2021
2357,4506,cat4,subcat4,Fitzgerald Group,Intuitive exuding initiative,2000,14240,successful,140,US,USD,10/12/2020,11/30/2021
2197,1375,cat4,subcat4,Greer and Sons,Secured clear-thinking intranet,4900,11214,successful,280,US,USD,2/25/2021,4/28/2021
1496,1478,cat4,subcat4,Lowery Group,Sharable motivating emulation,5800,5362,canceled,114,US,USD,12/24/2020,8/29/2021
501,1889,cat4,subcat4,"Perez, Reed and Lee",Advanced dedicated encoding,70400,118603,successful,3205,US,USD,9/1/2020,7/9/2021
632,5912,cat4,subcat4,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500,7496,successful,288,DK,DKK,3/17/2021,8/10/2021
1253,2537,cat4,subcat4,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300,10037,successful,148,US,USD,1/23/2021,11/8/2021
2607,5238,cat4,subcat4,Rowland PLC,Inverse client-driven product,5600,6338,successful,235,US,USD,7/22/2020,7/15/2021
2678,3558,cat4,subcat4,Ramirez-Calderon,Fundamental zero tolerance alliance,4800,11088,successful,150,US,USD,10/1/2020,8/11/2021
627,2842,cat4,subcat4,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300,11642,successful,216,IT,EUR,2/17/2021,6/2/2021
2242,5318,cat4,subcat4,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600,2769,canceled,26,US,USD,7/4/2020,2/14/2021
1210,4998,cat4,subcat4,"Meza, Kirby and Patel",Cross-platform empowering project,53100,101185,successful,2353,US,USD,4/12/2021,4/21/2021
1349,3244,cat4,subcat4,Taylor-Rowe,Synchronized multimedia frame,110800,72623,failed,2201,US,USD,6/8/2021,11/23/2021
1582,4643,cat4,subcat4,Henderson Ltd,Open-architected stable algorithm,93800,45987,failed,676,US,USD,11/30/2020,5/7/2021
23,3790,cat4,subcat4,Webb Group,Public-key actuating projection,108700,87293,failed,831,US,USD,12/18/2020,3/14/2021
2134,5686,cat4,subcat4,Thomas Ltd,Cross-group interactive architecture,8700,4414,canceled,56,CH,CHF,11/15/2021,12/26/2021
120,3339,cat4,subcat4,Kennedy-Miller,Cross-platform composite migration,9000,3351,failed,45,US,USD,3/8/2020,3/25/2021
265,5585,cat4,subcat4,White-Obrien,Operative local pricing structure,185900,56774,canceled,1113,US,USD,11/26/2021,12/31/2021
127,1941,cat4,subcat4,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,2000,680,failed,7,US,USD,8/12/2021,10/4/2021
2454,4620,cat4,subcat4,Small-Fuentes,Seamless maximized product,3400,6408,successful,121,US,USD,4/11/2020,1/28/2021
662,4630,cat4,subcat4,Reid-Day,Devolved tertiary time-frame,84500,73522,failed,1225,GB,GBP,7/13/2021,8/29/2021
2779,5122,cat4,subcat4,"Perez, Brown and Meyers",Stand-alone background customer loyalty,6100,6527,successful,233,US,USD,7/17/2020,7/12/2021
906,6033,cat4,subcat4,Walker-Taylor,Automated uniform concept,700,1848,successful,43,US,USD,5/25/2021,9/11/2021
1073,1873,cat4,subcat4,Ball-Fisher,Multi-layered intangible instruction set,6400,12360,successful,221,US,USD,8/19/2020,1/28/2021
108,4158,cat4,subcat4,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,2300,14150,successful,133,US,USD,12/6/2020,2/27/2021
2060,4391,cat4,subcat4,Martinez LLC,Automated local secured line,700,7664,successful,69,US,USD,11/10/2021,1/12/2022
1171,5786,cat4,subcat4,Miller-Hubbard,Digitized 6thgeneration Local Area Network,2800,12797,successful,194,US,USD,1/30/2021,9/14/2021
1097,4530,cat4,subcat4,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,7100,4899,failed,70,US,USD,2/12/2021,6/29/2021
